,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,copy_num_ID,coverage,description,end_range,exception,extra_copy_number,gbkey,gene,gene_biotype,gene_synonym,inference,inframe_stop_codon,matches_ref_protein,missing_start_codon,missing_stop_codon,partial,product,protein_id,sequence_ID,start_range,tag,transcript_id,transl_except,valid_ORF,valid_ORFs
274027,chr21,Liftoff,exon,41485531,41485623,.,-,.,"ID=exon-NM_006758.3-7;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-7,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274028,chr21,Liftoff,exon,41485715,41485848,.,-,.,"ID=exon-NM_006758.3-6;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-6,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274029,chr21,Liftoff,exon,41486500,41486598,.,-,.,"ID=exon-NM_006758.3-5;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-5,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274030,chr21,Liftoff,exon,41486756,41486805,.,-,.,"ID=exon-NM_006758.3-4;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-4,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274031,chr21,Liftoff,exon,41491524,41491590,.,-,.,"ID=exon-NM_006758.3-3;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-3,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274032,chr21,Liftoff,exon,41495386,41495473,.,-,.,"ID=exon-NM_006758.3-2;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-2,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274033,chr21,Liftoff,exon,41498522,41498641,.,-,.,"ID=exon-NM_006758.3-1;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-1,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
274034,chr21,Liftoff,CDS,41484162,41484309,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274035,chr21,Liftoff,CDS,41485531,41485623,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274036,chr21,Liftoff,CDS,41485715,41485848,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274037,chr21,Liftoff,CDS,41486500,41486598,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274038,chr21,Liftoff,CDS,41486756,41486805,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274039,chr21,Liftoff,CDS,41491524,41491590,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274040,chr21,Liftoff,CDS,41495386,41495473,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274041,chr21,Liftoff,CDS,41498522,41498565,.,-,.,"ID=cds-NP_006749.1;Parent=rna-NM_006758.3;Dbxref=CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317;Name=NP_006749.1;Note=isoform a is encoded by transcript variant a;gbkey=CDS;gene=U2AF1;product=splicing factor U2AF 35 kDa subunit isoform a;protein_id=NP_006749.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13694.1,Ensembl:ENSP00000291552.4,GeneID:7307,GenBank:NP_006749.1,HGNC:HGNC:12453,MIM:191317",cds-NP_006749.1,NP_006749.1,isoform a is encoded by transcript variant a,rna-NM_006758.3,,,,,,0,CDS,U2AF1,,,,,,,,,splicing factor U2AF 35 kDa subunit isoform a,NP_006749.1,,,MANE Select,,,,
274216,chr21,Liftoff,gene,42367933,42462167,.,+,.,"ID=gene-TRAPPC10;Dbxref=GeneID:7109,HGNC:HGNC:11868,MIM:602103;Name=TRAPPC10;description=trafficking protein particle complex subunit 10;gbkey=Gene;gene=TRAPPC10;gene_biotype=protein_coding;gene_synonym=EHOC-1,EHOC1,GT334,NEDMISS,TMEM1,TRS130,TRS30;coverage=1.0;sequence_ID=0.999;valid_ORFs=1;extra_copy_number=0;copy_num_ID=gene-TRAPPC10_0","GeneID:7109,HGNC:HGNC:11868,MIM:602103",gene-TRAPPC10,TRAPPC10,,,gene-TRAPPC10_0,1.0,trafficking protein particle complex subunit 10,,,0,Gene,TRAPPC10,protein_coding,"EHOC-1,EHOC1,GT334,NEDMISS,TMEM1,TRS130,TRS30",,,,,,,,,0.999,,,,,,1
274217,chr21,Liftoff,mRNA,42367933,42462167,.,+,.,"ID=rna-NM_003274.5;Parent=gene-TRAPPC10;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;Name=NM_003274.5;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",rna-NM_003274.5,NM_003274.5,,gene-TRAPPC10,,,,,,0,mRNA,TRAPPC10,,,,,True,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,True,
274218,chr21,Liftoff,exon,42367933,42368184,.,+,.,"ID=exon-NM_003274.5-1;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-1,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274219,chr21,Liftoff,exon,42387705,42387786,.,+,.,"ID=exon-NM_003274.5-2;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-2,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274220,chr21,Liftoff,exon,42393407,42393542,.,+,.,"ID=exon-NM_003274.5-3;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-3,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274221,chr21,Liftoff,exon,42407894,42408090,.,+,.,"ID=exon-NM_003274.5-4;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-4,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274222,chr21,Liftoff,exon,42411312,42411507,.,+,.,"ID=exon-NM_003274.5-5;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-5,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274223,chr21,Liftoff,exon,42414717,42414828,.,+,.,"ID=exon-NM_003274.5-6;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-6,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274224,chr21,Liftoff,exon,42419152,42419399,.,+,.,"ID=exon-NM_003274.5-7;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-7,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274225,chr21,Liftoff,exon,42429938,42430084,.,+,.,"ID=exon-NM_003274.5-8;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-8,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274226,chr21,Liftoff,exon,42430653,42430767,.,+,.,"ID=exon-NM_003274.5-9;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-9,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274227,chr21,Liftoff,exon,42432166,42432242,.,+,.,"ID=exon-NM_003274.5-10;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-10,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274228,chr21,Liftoff,exon,42433307,42433398,.,+,.,"ID=exon-NM_003274.5-11;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-11,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274229,chr21,Liftoff,exon,42435178,42435318,.,+,.,"ID=exon-NM_003274.5-12;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-12,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274230,chr21,Liftoff,exon,42435629,42435741,.,+,.,"ID=exon-NM_003274.5-13;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-13,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274231,chr21,Liftoff,exon,42438402,42438916,.,+,.,"ID=exon-NM_003274.5-14;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-14,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274232,chr21,Liftoff,exon,42439736,42439877,.,+,.,"ID=exon-NM_003274.5-15;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-15,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274233,chr21,Liftoff,exon,42442416,42442574,.,+,.,"ID=exon-NM_003274.5-16;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-16,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274234,chr21,Liftoff,exon,42443313,42443542,.,+,.,"ID=exon-NM_003274.5-17;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-17,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274235,chr21,Liftoff,exon,42445447,42445547,.,+,.,"ID=exon-NM_003274.5-18;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-18,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
274236,chr21,Liftoff,exon,42447537,42447663,.,+,.,"ID=exon-NM_003274.5-19;Parent=rna-NM_003274.5;Dbxref=Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103;gbkey=mRNA;gene=TRAPPC10;product=trafficking protein particle complex subunit 10%2C transcript variant 1;tag=MANE Select;transcript_id=NM_003274.5;extra_copy_number=0","Ensembl:ENST00000291574.9,GeneID:7109,GenBank:NM_003274.5,HGNC:HGNC:11868,MIM:602103",exon-NM_003274.5-19,,,rna-NM_003274.5,,,,,,0,mRNA,TRAPPC10,,,,,,,,,trafficking protein particle complex subunit 10%2C transcript variant 1,,,,MANE Select,NM_003274.5,,,
